"year","state_code","nacchoid","lhd_name","lhd_area_type","fips_county","county_name","fips_place","counties","fips_counties","population","fte","fte_per_100000","expenditures","expenditures_infl","expenditures_per_capita","expenditures_infl_per_capita","lhd_note"
2012,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,815535,,,33323214,38392341.31368,40.8605565671614,47.076264432158,
2013,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,821012,250.75,30.5415755189936,32002827,35700478.357885,38.9797311123345,43.4835037220954,
2014,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,832696,240.45,28.8760844293716,29548244,32224073.9053244,35.4850317522841,38.6984852879375,
2015,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,843778,253.3,30.0197445299593,29651365,32326741.5272954,35.1411923515427,38.3119037558403,
2016,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,862895,261.35,30.2875784423366,32132242,34972885.9117653,37.2377195371395,40.5297120875254,
2017,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,879654,255.8,29.0796153942346,32140319,34056068.9465562,36.537455635966,38.7153005006016,
2018,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,893756,269.3,30.1312662516392,33891808,34625110.6949952,37.9206494837517,38.7411225155358,
1993,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,183054,,,5925693,12642326.9863338,32.3712838834442,69.063374667223,
1994,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,186997,,,6036442,12554979.8841752,32.2809563789793,67.1400069743107,
1995,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,192013,,,6487917,13143533.4951733,33.7889465817419,68.4512688993625,
1996,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,196247,,,6232540,12342736.7942658,31.7586510876599,62.8938877754349,
1997,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,199512,,,6604736,12795225.303627,33.1044548698825,64.1326100867466,
1998,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,202050,,,6415522,12191079.0147452,31.7521504578075,60.3369414241286,
1999,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,204873,,,6595097,12059330.8082148,32.1911476866156,58.8624699604869,
2000,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,208287,,,6522330,11380098.7999758,31.3141482665745,54.6366254253783,
2001,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,212421,,,7058152,11909371.6879366,33.2271856360718,56.0649450286771,
2002,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,216313,,,7546668,12453866.8425983,34.8877228830445,57.5733628704622,
2003,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,219499,,,8131344,13002476.1266898,37.0450161504153,59.2370631606057,
2004,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,222985,,,8739710,13359862.3906381,39.1941610422226,59.9137268903202,
2005,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,227023,,,9158244,13254024.1395822,40.3405998511164,58.3818561977518,
2006,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,232688,,,9558081,13169638.0900056,41.0768110087327,56.5978395534175,
2007,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,237772,,,10250825,13400406.7704492,43.111993842841,56.3582203558418,
2008,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,244332,,,10381379,12922269.6833121,42.4888225856621,52.8881590758152,
2009,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,249936,,,9111662,11404623.7000695,36.4559807310672,45.6301761253662,
2010,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,253001,,,7851502,9555263.5860102,31.0334820810985,37.7676909814989,
2011,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,256386,,,7784126,9175710.05138174,30.3609635471516,35.7886548071335,
2012,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,258527,,,7874513,9072383.91756,30.4591512685329,35.0925973595021,
2013,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,261852,63.7,24.3267189099186,8417149,9389678.15904492,32.1446809648198,35.8587223280514,
2014,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,264909,63.7,24.0459931523655,7956753,8677300.64495244,30.0357971982832,32.7557789465531,
2015,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,267978,66.95,24.983394159222,7960022,8678237.03042289,29.7040130159939,32.3841398563423,
2016,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,273714,77.2,28.2046223430296,7860331,8555221.86381242,28.7173144230839,31.2560624002149,
2017,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,280269,67.22,23.984100988693,8793421,9317560.03579476,31.374932653986,33.2450611226884,
2018,"WA","WA028","Thurston County Public Health and Social Services Department","single county","53067","Thurston County",,1,,286056,77.2,26.9877226836703,9974073,10189877.7930337,34.867553905529,35.62196840141,
1994,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,3601,,,223993,465875.031880709,62.2029991668981,129.373793912999,
1995,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,3665,,,243029,492339.806720473,66.3107776261937,134.335554357564,
1996,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,3765,,,256918,508792.763738247,68.2385126162019,135.137520249202,
1997,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,3854,,,234737,454751.378722402,60.9073689673067,117.994649383083,
1998,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,3830,,,239107,454362.455616032,62.4300261096606,118.632494938912,
1999,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,3790,,,247058,451752.893219909,65.1868073878628,119.196014042192,
2000,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,3835,,,252409,440400.80124788,65.8172099087353,114.837236309747,
2001,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,3776,,,289047,487715.220398061,76.5484639830509,129.161869808809,
2002,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,3789,,,289314,477439.584158132,76.3562945368171,126.00675221909,
2003,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,3662,,,285350,456290.689798751,77.9219006007646,124.601499125819,
2004,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,3729,,,358493,548006.415316642,96.1364977205685,146.958008934471,
2005,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,3824,,,448568,649178.062982829,117.303347280335,169.764137809317,
2006,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,3936,,,539586,743470.612817968,137.08993902439,188.88989146798,
2007,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,3975,,,386312,505006.957030851,97.1854088050314,127.045775353673,
2008,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,4033,,,430033,535285.572246591,106.628564344161,132.726400259507,
2009,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,3995,,,381622,477657.677124978,95.5249061326658,119.563874123899,
2010,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,3983,,,365062,444279.786878492,91.6550338940497,111.54400875684,
2011,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,3992,,,381301,449466.955995048,95.5162825651303,112.591922844451,
2012,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,4000,,,345984,398615.08608,86.496,99.65377152,
2013,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,4034,5.25,130.143777887952,424409,473445.809002798,105.20798215171,117.363859445414,
2014,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,4043,5,123.670541676973,402255,438682.408632685,99.4941874845412,108.504182199526,
2015,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,4023,3,74.5712155108128,275522,300381.735514823,68.4867014665672,74.6661037819596,
2016,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,4161,3.25,78.1062244652728,313229,340919.942071155,75.2773371785628,81.932213907992,
2017,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,4251,5.6,131.733709715361,319643,338695.581903965,75.1924253116914,79.6743311935932,
2018,"WA","WA029","Wahkiakum County Health Department","single county","53069","Wahkiakum County",,1,,4415,5.6,126.840317100793,310309,317023.024403221,70.2851642129105,71.8058945420658,
1993,"WA","WA030","Walla Walla County Health Department","single county","53071","Walla Walla County",,1,,52364,,,753491,1607555.37002333,14.3894851424643,30.6996289439946,
1994,"WA","WA030","Walla Walla County Health Department","single county","53071","Walla Walla County",,1,,53250,,,858893,1786380.84117413,16.1294460093897,33.5470580502185,
1995,"WA","WA030","Walla Walla County Health Department","single county","53071","Walla Walla County",,1,,53747,,,981331,1988027.41594134,18.2583400003721,36.9886210568281,
1996,"WA","WA030","Walla Walla County Health Department","single county","53071","Walla Walla County",,1,,54111,,,1034703,2049095.0381766,19.121860619837,37.8683638849143,
1997,"WA","WA030","Walla Walla County Health Department","single county","53071","Walla Walla County",,1,,54389,,,1100085,2131173.05947437,20.2262406001213,39.1838985727696,
1998,"WA","WA030","Walla Walla County Health Department","single county","53071","Walla Walla County",,1,,54566,,,1116088,2120843.32271153,20.4539090275996,38.8674874960878,
1999,"WA","WA030","Walla Walla County Health Department","single county","53071","Walla Walla County",,1,,54806,,,1082707,1979761.91728035,19.7552640221874,36.1230872035971,
2000,"WA","WA030","Walla Walla County Health Department","single county","53071","Walla Walla County",,1,,55178,,,1158030,2020519.63229949,20.9871687991591,36.6182107415907,
